CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Calvert City,Memorial Park,KY,US,2018-03-24,hundreds,200,,200,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,http://wkms.org/post/students-marshall-co-march-our-lives-call-silent-lawmakers-complicit-gun-violence,http://weku.fm/post/students-marshall-co-march-our-lives-call-silent-lawmakers-complicit-gun-violence,,in the rain
Harrodsburg,Mercer County Fiscal Courthouse,KY,US,2018-03-24,around 75,75,,75,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.harrodsburgherald.com/2018/03/28/enough-is-enough-officials-students-work-to-make-schools-safer/,,,
Lexington,,KY,US,2018-03-24,over a thousand,1000,,1000,,,students,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/alias_any/status/977756291518160897,,,
Louisa,Lawrence County High School Football Field,KY,US,2018-03-24,,,,,,,students,support student safety,1,protest,,,,,1,1,https://forwardky.com/march-for-our-lives-kentucky/,,,
Louisville,Waterfront Park; Metro Hall,KY,US,2018-03-24,roughly 1000,1000,,1000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.courier-journal.com/story/news/education/2018/03/24/louisville-students-join-national-march-our-lives-call-stricter-gun-laws/389293002/,,,
Madisonville,Old Courthouse Steps,KY,US,2018-03-24,count pic,6,,6,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://twitter.com/gnomically/status/977610034749337602,https://forwardky.com/march-for-our-lives-kentucky/,,
Owensboro,Smothers Park,KY,US,2018-03-24,dozens,24,,24,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/LisaHagan7/status/977679449750720512,http://www.tristatehomepage.com/news/local-news/owensboro-march-for-our-lives-braves-rain-for-important-message/1076789984,,rain
Pikeville,City Park,KY,US,2018-03-24,nearly 2 dozen,24,,24,,,Progress Pike,support gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/409836219466770/,https://forwardky.com/march-for-our-lives-kentucky/,http://ekbtv.com/anti-gun-violence-vigil-held-in-pikeville/,
Versailles,Woodford County High School,KY,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,,,,,1,1,https://twitter.com/corycurl/status/977602370417836037,https://forwardky.com/march-for-our-lives-kentucky/,,
Baton Rouge,North Boulevard Town Square,LA,US,2018-03-24,hundreds,200,,200,,,"March for Our Lives - Baton Rouge, LA",support gun control,1,march,0,0,0,0,1,1,http://www.wafb.com/story/37800761/baton-rouge-to-hold-march-for-our-lives-rally-downtown,,,
Church Point,Church Point City Hall,LA,US,2018-03-24,,,,,,,LA-Church Point- March For Our Lives; Youth Empowering Youth (YEY) of Church Point,support gun control,1,march; rally,0,0,0,0,1,1,http://www.katc.com/story/37801809/march-for-our-lives-gathers-demonstrators-across-acadiana,,,
Lafayette,Girard Park,LA,US,2018-03-24,more than 250; around 300,250,,300,,,Lafayette/ Acadiana Region March For Our Lives; Acadiana Region Students; Moms Demand Action For Gun Sense In America,support gun control,1,march,0,0,0,0,1,1,https://www.theadvertiser.com/story/news/local/2018/03/24/lafayette-joins-national-march-our-lives-movement/425320002/,http://www.ksla.com/story/37802699/march-for-our-lives-in-lake-charles,,
Lake Charles,Lock Park,LA,US,2018-03-24,almost 100,100,,100,,,March For Our Lives Lake Charles; Indivisible SWLA; Indivisible DeRidder,support LA gun control; federal gun control,1,rally; demonstration,0,0,0,0,1,1,http://www.ksla.com/story/37802699/march-for-our-lives-in-lake-charles,,,
Mandeville,Mandeville Lakefront,LA,US,2018-03-24,From photo: scores,40,,40,,,March for Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,http://www.nola.com/northshore/index.ssf/2018/03/march_for_our_lives_st_tammany.html,,,
Monroe,Monroe City Hall,LA,US,2018-03-24,dozens,24,,24,,,March for Our Lives-Monroe,support gun control,1,march,0,0,0,0,1,1,http://www.myarklamiss.com/video/students-demand-action-in-monroe-during-march-for-our-lives-_20180326034419/1077166894,,,
New Orleans,Washington Square Park,LA,US,2018-03-24,hundreds; 1450; about 6000,200,,6000,,,"March for Our Lives - New Orleans, LA",support gun control,1,march,0,0,0,0,1,1,http://www.nola.com/politics/index.ssf/2018/03/march_for_our_lives_new_orlean.html,http://www.theadvocate.com/new_orleans/news/article_777d861c-2fb3-11e8-ab91-6fc209706174.html,,
Ruston,Ruston Civic Center; Louisiana Tech,LA,US,2018-03-24,dozens,24,,24,,,Ruston March For Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.myarklamiss.com/video/ruston-march-for-our-lives_20180325162008/1075913074,http://www.knoe.com/content/news/March-For-Our-Lives-at-Louisiana-Tech-477836003.html,https://www.thetechtalk.org/march-for-our-lives/,
Shreveport,Caddo Parish Court House,LA,US,2018-03-24,hundreds,200,,200,,,March for Our Lives Shreveport-Bossier; NWLA High School Student's Mom's Demand Action SBC; Women's Democratic Club NWLA; SB Indivisible; Women's March Organizers,support gun control,1,march,0,0,0,0,1,1,http://www.ksla.com/story/37800985/crowd-gathers-for-march-for-our-lives-rally-in-downtown-shreveport,,,
Amherst,Kendrick Park to Town Common,MA,US,2018-03-24,hundreds,200,,200,,,March For Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.gazettenet.com/March-For-Our-Lives-16420147,http://www.gazettenet.com/March-For-Our-Lives-16420147,http://www.hercampus.com/school/u-mass-amherst/amherst-streets-flood-protestors-march-our-lives,
Ashby,,MA,US,2018-03-24,,,,,,,March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://worcestermag.com/2018/03/22/__trashed/58325,,,
Beverly,Lynch Park,MA,US,2018-03-24,FB: 348,348,,348,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/360299064445489,,,
Boston,Boston Common,MA,US,2018-03-24,about 50000; over 100000,50000,,100000,,,Students; Womens March Youth,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1607397545975790/,https://twitter.com/JeffreyShoulson/status/977632218716758016,http://ripr.org/post/march-our-lives-providence#stream/0,
Chelmsford,Chelmsford Common,MA,US,2018-03-24,about 600,600,,600,,,March For Our Lives,support gun control,1,protest,0,0,0,0,1,1,http://www.lowellsun.com/breakingnews/ci_31758327/chelmsford-hundreds-join-call-stop-gun-violence,,,
Falmouth,village green,MA,US,2018-03-24,count photo: dozens,24,,24,,,March For Our Lives,support gun control,1,protest,0,0,0,0,1,1,http://www.capecodtimes.com/article/20180316/NEWS/180319594,https://www.capenews.net/falmouth/news/students-carrythe-message-at-march-for-our-lives-on-falmouth/article_bf121da9-c936-5d32-a332-28843005a752.html,,
Greenfield,common,MA,US,2018-03-24,dozens,24,,24,,,March For Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.recorder.com/Greenfield-hosts-own-March-for-Our-Lives-demonstration-16424625,,,
Haverhill,2 Water Street,MA,US,2018-03-24,,,,,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.whav.net/cms/haverhill-residents-participate-in-local-march-for-our-lives-event-saturday/,,
Hyannis,village green,MA,US,2018-03-24,FB: 457,457,,457,,,Cape Cod Student Board,support gun control,1,protest,0,0,0,0,1,1,http://www.capecodtimes.com/article/20180316/NEWS/180319594,https://www.facebook.com/events/348990028952823/,,
Ipswich,The Green,MA,US,2018-03-24,200 to 300,200,,300,,,general protestors,support gun control,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://gloucester.wickedlocal.com/news/20180324/gun-safety-advocates-gather-for-ipswich-march,,
Nantucket,,MA,US,2018-03-24,roughly 200,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://youtu.be/dVDfhvgSCIA,,,
Northampton,Northampton High School to City Hall,MA,US,2018-03-24,estimate of 2000; between 2500 and 3000,2000,,3000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.gazettenet.com/March-for-Our-Lives-Northampton-16423523,,,
Pittsfield,Park Square Historic District,MA,US,2018-03-24,hundreds,200,,200,,,Indivisible Pittsfield,support gun control,1,protest,0,0,0,0,1,1,"http://www.berkshireeagle.com/stories/at-pittsfield-gun-violence-march-kids-are-leading-us-not-to-be-shushed,535422",,,
Plymouth,Court St.,MA,US,2018-03-24,nearly 100; over 400,100,,400,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://plymouth.wickedlocal.com/news/20180320/march-for-our-lives-interfaith-service-inspires-plymouth,http://kingston.wickedlocal.com/news/20180326/plymouth-march-for-our-lives-packs-1820-courthouse-lawn---with-audio,,
Springfield,,MA,US,2018-03-24,about 2000,2000,,2000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/e_warren/status/977748599776964608,,,
Tisbury,Five Corners,MA,US,2018-03-24,more than 150,150,,150,,,general protestors,support gun control,1,rally,0,0,0,0,1,1,https://vineyardgazette.com/news/2018/03/24/islanders-join-day-protest-against-gun-violence,,,
Worcester,City Hall,MA,US,2018-03-24,several thousand,3000,,3000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1565851640173577/,http://www.telegram.com/news/20180324/thousands-join-worcesters-gathering-against-gun-violence,,
Annapolis,,MD,US,2018-03-24,as many as 1500,1500,,1500,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.wbaltv.com/article/baltimoreans-take-part-in-march-for-our-lives/19582879?utm_campaign=WBALTV&utm_content=5ab6a15e04d301724399bc87&utm_medium=twitter&utm_source=trueAnthem:+New+Content,http://www.capitalgazette.com/news/annapolis/ac-cn-march-for-our-lives-20180324-story.html,,
Baltimore,City Hall to Little Havana,MD,US,2018-03-24,thousands,2000,,2000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://patch.com/maryland/baltimore/march-our-lives-baltimore-time-route-live-coverage,http://baltimore.cbslocal.com/2018/03/24/march-for-our-lives-baltimore/,,
Chestertown,High St.,MD,US,2018-03-24,FB: 58,58,,58,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/KentandQueenAnnesIndivisible/posts/571725909862482,https://www.facebook.com/events/1778639625508887/,,
Cumberland,,MD,US,2018-03-24,225,225,,225,,,March for Our lives,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/annehelen/status/977928595606654977,,,
Ocean City,Boardwalk,MD,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://catcountry1073.com/hundreds-march-for-our-lives-on-ocean-city-boardwalk-video/,,,
Silver Spring,Silver Spring Civic Center,MD,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,rally,0,0,0,0,1,1,http://www.thesentinel.com/mont/news/local/item/6645-hundreds-attend-raskin-pre-rally,,,
Silver Spring,sidewalk outside Leisure World,MD,US,2018-03-24,,,,,,,general protestors,support gun control,1,protest,,,,,1,1,http://www.bethesdamagazine.com/Bethesda-Beat/2018/Leisure-World-Residents-Plan-March-For-Our-Lives-Solidarity-Protest/,,,
Bangor,Abbott Square,ME,US,2018-03-24,hundreds,200,,200,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.wabi.tv/content/news/Mainers-gather-to-march-against-gun-violence-477835003.html,,
Bar Harbor,Village Green,ME,US,2018-03-24,FB: 33,33,,33,,,general protestors,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/10518/signup/?source=&akid=&zip=,https://www.facebook.com/events/341784126309641/,,
Belfast,37 Miller Street,ME,US,2018-03-24,FB: 73,73,,73,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.facebook.com/events/1710755045671890/,,
Brunswick,Park Row,ME,US,2018-03-24,about 1000,1000,,1000,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.coastaljournal.com/2018/03/24/march-for-our-lives-in-brunswick/,https://twitter.com/annehelen/status/977730245603180544,
Eastport,Shead High School,ME,US,2018-03-24,,,,,,,general protestors,Enough: National School Walkout,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Farmington Falls,W. G. Mallett School,ME,US,2018-03-24,more than 200,200,,200,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.sunjournal.com/were-saying-no-more-farmington-joins-nationwide-rally/,,
Gouldsboro,Town Office,ME,US,2018-03-24,,,,,,,March for Our LIves,support gun control,1,march,0,0,0,0,1,1,http://www.newscentermaine.com/article/news/local/march-for-our-lives-maine-events/97-531136299,,,
Lewiston,Kennedy Park,ME,US,2018-03-24,more than 150,150,,150,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://lmtribune.com/northwest/march-for-our-lives-draws-vocal-support/article_b0f6ff65-86ec-530e-a743-1dd98ea8a7ff.html,,
Newcastle,,ME,US,2018-03-24,,,,,,,general protestors,Enough: National School Walkout,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Orono,Fogler Library,ME,US,2018-03-24,dozens; hundreds,24,,200,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.wabi.tv/content/news/Mainers-gather-to-march-against-gun-violence-477835003.html,https://mainecampus.com/2018/03/umaine-march-for-our-lives-brings-orono-community-together/,
Portland,Congress Square Park,ME,US,2018-03-24,thousands,2000,,2000,,,general protestors,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/511695455894739/,http://www.wmtw.com/article/thousands-march-in-downtown-portland-to-press-for-tougher-gun-laws/19583547,,
Presque Isle,Main Street,ME,US,2018-03-24,more thn 30,30,,30,,,general protestors,Enough: National School Walkout,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://fiddleheadfocus.com/2018/03/24/news/county-citizens-join-nationwide-protests-against-gun-violence/,,
Prospect Harbor,Gouldsboro Town Hall,ME,US,2018-03-24,FB: 4,4,,4,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/424507061348731/,,,
Waterville,Waterville City Hall,ME,US,2018-03-24,FB: 59,59,,59,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.newscentermaine.com/article/news/local/march-for-our-lives-maine-events/97-531136299,,
Adrian,"Albion College, 611 E Porter St.",MI,US,2018-03-24,,,,,,,March for Our LIves,support gun control,1,march,,,,,1,1,http://www.mlive.com/news/index.ssf/2018/03/marches_for_our_lives_michigan.html,,,
Albion,"Culligan Plaza, 500 W. Fletcher; Albion College",MI,US,2018-03-24,more than 50,50,,50,,,March for Our Lives of Albion-Marshall ,support gun control,1,march,0,0,0,0,1,1,http://www.mlive.com/news/index.ssf/2018/03/marches_for_our_lives_michigan.html,https://www.battlecreekenquirer.com/story/news/2018/03/24/they-marched-their-lives-battle-creek-and-albion/449618002/,,
Adrian,"Old Lenawee County Courthouse, 301 N. Main St.",MI,US,2018-03-24,more than 300,300,,300,,,March for Our LIves,support gun control,1,march,0,0,0,0,1,1,http://www.mlive.com/news/index.ssf/2018/03/marches_for_our_lives_michigan.html,http://www.lenconnect.com/news/20180325/300-rally-for-march-for-our-lives-at-lenawee-county-courthouse,,
Alma,Alma College,MI,US,2018-03-24,about 25,25,,25,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.themorningsun.com/article/MS/20180324/NEWS/180329754,,,
Alpena,NOAA to Culligan Plaza,MI,US,2018-03-24,several hundred,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.watz.com/wire/localnews/04532_March_for_Our_Lives_in_Alpena_063614.php,,,
Ann Arbor,Pioneer High School,MI,US,2018-03-24,between 4000 and 8000,4000,,8000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.freep.com/story/news/education/2018/03/14/national-student-school-walkout-michigan/423012002/,http://www.mlive.com/news/ann-arbor/index.ssf/2018/03/march_for_our_lives_in_ann_arb.html,,
Battle Creek,Sojourner Truth Memorial,MI,US,2018-03-24,more than 200,200,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.battlecreekenquirer.com/story/news/2018/03/24/they-marched-their-lives-battle-creek-and-albion/449618002/,,,
Big Rapids,"Big Rapids Public Library, 426 S. Michigan.",MI,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,,,,,1,1,http://www.mlive.com/news/index.ssf/2018/03/marches_for_our_lives_michigan.html,,,
Detroit,Rivard Plaza,MI,US,2018-03-24,thousands; estimated 10000,2000,,10000,,,general protestors,support gun control,1,protest,,,,,1,1,https://www.freep.com/story/news/education/2018/03/14/national-student-school-walkout-michigan/423012002/,https://www.detroitnews.com/story/news/local/detroit-city/2018/03/24/march-our-lives-detroit/455451002/,,
