City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Admin Role
Frenchtown,Delaware Valley High School,NJ,US,2018-03-14,roughly 500,500,,500,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Garfield,Garfield High School,NJ,US,2018-03-14,,,,,,,,,1,walkout,,,,,1,1,https://www.northjersey.com/story/news/education/2018/03/14/nj-school-walkout-new-jersey-school-walkout-national-school-walkout-florida-school-shooting-park/420966002/,,,,
Glen Gardner,Voorhees High School,NJ,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://www.nj.com/education/2018/03/thousands_of_kids_are_walking_out_of_nj_schools_th.html,,,,
Hackensack ,Hackensack High School,NJ,US,2018-03-14,,,,,,,,,1,walkout,,,,,1,1,https://www.northjersey.com/story/news/education/2018/03/14/nj-school-walkout-new-jersey-school-walkout-national-school-walkout-florida-school-shooting-park/420966002/,,,,
Haddonfield,,NJ,US,2018-03-14,about 100,100,,100,,,teachers; students,,1,protest,,,,,1,1,http://www.vcstar.com/story/news/2018/03/14/thousands-students-across-u-s-walk-out-class-today-protest-gun-violence/420731002/?hootPostID=af8de15811ff925cd33f3bf2f1fea991,,,,
Highland Park,Highland Park High School,NJ,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Jersey City,,NJ,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,https://twitter.com/JeremySettle/status/973923473289605122,,,,
Linden,Linden High School,NJ,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://www.nj.com/education/2018/03/thousands_of_kids_are_walking_out_of_nj_schools_th.html,,,,
Livingston,Livingston High School,NJ,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://www.nj.com/education/2018/03/thousands_of_kids_are_walking_out_of_nj_schools_th.html,,,,
Lumberton,Saint Martin-In-The-Fields,NJ,US,2018-03-14,,,,,,,general protestors,Enough: National School Walkout,1,protest,,,,,1,1,http://www.nj.com/education/2018/03/thousands_of_kids_are_walking_out_of_nj_schools_th.html,,,,
Madison,Madison High School,NJ,US,2018-03-14,about 400,400,,400,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.northjersey.com/story/news/education/2018/03/14/nj-school-walkout-new-jersey-school-walkout-national-school-walkout-florida-school-shooting-park/420966002/,,,,
Metuchen,Edgar Middle School,NJ,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Middlesex,Middlesex High School,NJ,US,2018-03-14,most of the school's 640 students,321,,321,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Middletown,Middletown High School North,NJ,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://twitter.com/MNCivicLeaders/status/973937223778422784,,,,
Millburn,Millburn High School,NJ,US,2018-03-14,count pic hundreds,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://patch.com/new-jersey/millburn/millburn-students-hold-school-walkout-against-gun-violence,,,,
Monmouth Junction,South Brunswick High School,NJ,US,2018-03-14,estimated 2000,2000,,2000,,,students,,1,walkout,0,0,0,0,1,1,https://patch.com/new-jersey/eastbrunswick/450-kids-walk-out-east-brunswick-high-wednesday,,,,
Monroe Township,Monroe High School,NJ,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Montclair,Montclair High School,NJ,US,2018-03-14,FB: 398,398,,398,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/226267377945633/,,,,
Montvale,Pascack Hills High School,NJ,US,2018-03-14,,,,,,,students; staff; parents,,1,walkout,,,,,1,1,https://www.northjersey.com/story/news/education/2018/03/14/nj-school-walkout-new-jersey-school-walkout-national-school-walkout-florida-school-shooting-park/420966002/,,,,
Montville,,NJ,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,http://newjersey.news12.com/story/37726961/thousands-of-nj-students-stage-walkout-to-protest-gun-violence,,,,
New Brunswick,New Brunswick High School,NJ,US,2018-03-14,hundreds,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
New Brunswick,New Brunswick Middle School,NJ,US,2018-03-14,hundreds,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
New Providence,New Providence High School,NJ,US,2018-03-14,200,200,,200,,,Students,,1,walkout,0,0,0,0,1,1,https://patch.com/new-jersey/newprovidence/new-providence-students-defy-order-walkout-school,,,,
North Bergen,North Bergen High School,NJ,US,2018-03-14,estimated 2350,2350,,2350,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://hudsonreporter.com/view/full_story/27553133/article-Youthful-disobedience---High-school-students-engage-in-extra-protest-after-anti-gun-walkout-?instance=north_bergen_top_story,,,,
Oakland,Indian Hills High School,NJ,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8944/signup/?akid=&zip=&source=,,,,
Pennington,Pennington School,NJ,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://mercerme.com/pennington-school-students-walk-out-for-school-safety-video/,,,,
Pittstown,Delaware Valley High School,NJ,US,2018-03-14,roughly 500,500,,500,,,students,,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Plainfield,Plainfield High School,NJ,US,2018-03-14,about 1000,1000,,1000,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://www.vcstar.com/story/news/2018/03/14/thousands-students-across-u-s-walk-out-class-today-protest-gun-violence/420731002/?hootPostID=af8de15811ff925cd33f3bf2f1fea991,,,,
Princeton,Frist Campus Center; Princeton University,NJ,US,2018-03-14,FB: 450,450,,450,,,Princeton Advocates for Justice,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2014840598800906/,,,,
Princeton,Princeton High School,NJ,US,2018-03-14,more than 3000,3000,,3000,,,students,,1,walkout,0,0,0,0,0,1,https://patch.com/new-jersey/princeton/service-activities-part-princeton-high-school-walkout-report,,,,"""some students told the newspaper they weren't happy that the school organized the protest so heavily."" "
Rahway,Rahway High School,NJ,US,2018-03-14,more than 250,250,,250,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Ridgewood,Ridgewood High School,NJ,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,https://twitter.com/MahwahPatch/status/973942472400236545,form,,,
Sayreville,Sayreville High School,NJ,US,2018-03-14,1,1,,1,,,student,protesting gun violence,1,walkout,0,0,0,0,1,1,https://twitter.com/glennschuck/status/973939220703334402,https://twitter.com/TonyCaputo/status/974084326869667841,,,
Somerville,Somerset County Courthouse,NJ,US,2018-03-14,about 50,50,,50,,,students; general protestors,,1,protest,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Somerville,Immaculata High School,NJ,US,2018-03-14,roughly 500,500,,500,,,students,,1,walkout; prayer service,0,0,0,0,0,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
South Orange,South Orange Middle School,NJ,US,2018-03-14,Hundreds,200,,200,,,Students,,1,walkout,0,0,0,0,1,1,https://www.tapinto.net/towns/soma/articles/south-orange-middle-school-participates-in-nation,,,,
South Plainfield,South Plainfield High School,NJ,US,2018-03-14,approximately 75,75,,75,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Teaneck,Teaneck High School,NJ,US,2018-03-14,,,,,,,,,1,walkout; march,,,,,1,1,https://www.northjersey.com/videos/news/bergen/teaneck/2018/03/14/national-school-walkout-teaneck-students-rally-outside-municipal-building/32926675/?utm_source=dlvr.it&utm_medium=twitter,,,,
Verona,Verona High School,NJ,US,2018-03-14,More than 100,100,,100,,,Students,,1,walkout,0,0,0,0,1,1,https://patch.com/new-jersey/verona/verona-students-hold-school-walkout-against-gun-violence,,,,
Verona,Whitehorne Middle School,NJ,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,https://patch.com/new-jersey/verona/verona-students-hold-school-walkout-against-gun-violence,,,,
Warren,Watchaug Hills Regional High School,NJ,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Westfield,Westfield High School,NJ,US,2018-03-14,more than 1000,1000,,1000,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
West Orange,West Orange High School,NJ,US,2018-03-14,nearly 1800,1800,,1800,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://patch.com/new-jersey/westorange/west-orange-students-hold-walkout-vigil-gun-violence,,,,
Woodbridge,Colonia High School,NJ,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Toms River,Donovan Catholic High School,NJ,US,2018-03-14,na,712,,712,,,,,,prayer service,,,,,,,http://www.philly.com/philly/education/school-walkout-suspension-discipline-council-rock-high-school-philadelphia-pennsylvania-nj-20180314.html,https://twitter.com/Erik_Larsen/status/973921874823524352,,,
Santa Fe,Academy for Technology and the Classics,NM,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.santafenewmexican.com/news/local_news/students-around-santa-fe-join-kids-across-nation-in-protesting/article_1eca395a-27b3-11e8-b171-6f9e5164e253.html,,,,
Santa Fe,Mandela International Magnet School,NM,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.santafenewmexican.com/news/local_news/students-around-santa-fe-join-kids-across-nation-in-protesting/article_1eca395a-27b3-11e8-b171-6f9e5164e253.html,,,,
Santa Fe,Milagro Middle School,NM,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.santafenewmexican.com/news/local_news/students-around-santa-fe-join-kids-across-nation-in-protesting/article_1eca395a-27b3-11e8-b171-6f9e5164e253.html,,,,
Santa Fe,Monte del Sol Charter School,NM,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.santafenewmexican.com/news/local_news/students-around-santa-fe-join-kids-across-nation-in-protesting/article_1eca395a-27b3-11e8-b171-6f9e5164e253.html,,,,
Santa Fe,New Mexico School for the Arts,NM,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/SantaFeReporter/status/973956772036624384,,,,
Santa Fe,Ortiz Middle School,NM,US,2018-03-14,roughly 500,500,,500,,,students,,1,walkout,0,0,0,0,0,1,http://www.santafenewmexican.com/news/local_news/students-around-santa-fe-join-kids-across-nation-in-protesting/article_1eca395a-27b3-11e8-b171-6f9e5164e253.html,,,,
Santa Fe,St. Michael’s High School,NM,US,2018-03-14,about 500,500,,500,,,students,,1,walkout,0,0,0,0,0,1,http://www.santafenewmexican.com/news/local_news/students-around-santa-fe-join-kids-across-nation-in-protesting/article_1eca395a-27b3-11e8-b171-6f9e5164e253.html,,,,
Santa Fe,Santa Fe Indian School,NM,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.santafenewmexican.com/news/local_news/students-around-santa-fe-join-kids-across-nation-in-protesting/article_1eca395a-27b3-11e8-b171-6f9e5164e253.html,,,,
Clark County,Desert Oasis,NV,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.reviewjournal.com/news/education/las-vegas-valley-students-join-walkouts-over-gun-violence/,,,,
North Las Vegas,Mojave HS,NV,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.reviewjournal.com/news/education/las-vegas-valley-students-join-walkouts-over-gun-violence/,,,,
Las Vegas,Clark High School,NV,US,2018-03-14,hundreds,200,,200,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,https://twitter.com/DMVBlackLives/status/973968037681430528,https://www.pscp.tv/w/1DXxyXZwXvkJM,,,
Las Vegas,University of Nevada Las Vegas,NV,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,0,1,https://www.reviewjournal.com/news/education/las-vegas-valley-students-join-walkouts-over-gun-violence/,,,,
Las Vegas,Valley High School,NV,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,0,1,https://www.reviewjournal.com/news/education/las-vegas-valley-students-join-walkouts-over-gun-violence/,,,,
Las Vegas,Silverado High School,NV,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,0,1,https://www.reviewjournal.com/news/education/las-vegas-valley-students-join-walkouts-over-gun-violence/,,,,
Mesquite,Virgin Valley High School,NV,US,2018-03-14,Photo: dozens,24,,24,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.thespectrum.com/story/news/local/mesquite/2018/03/14/national-walkout-day-virgin-valley-high-students-walk-out-supported-action-group/426395002/,,,,
Reno,Hug Highschool to University of Nevada,NV,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,0,1,http://www.rgj.com/story/news/education/2018/03/14/student-walkouts-whats-happening-now-around-reno/423446002/,,,,
Reno,Swope Middle School,NV,US,2018-03-14,700 plus,700,,700,,, Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.rgj.com/story/news/education/2018/03/14/student-walkouts-whats-happening-now-around-reno/423446002/,http://www.fox5vegas.com/story/37725283/nevada-students-rally-to-protest-gun-violence,,,
Reno,Galena High School,NV,US,2018-03-14,about 200,200,,200,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,0,1,http://www.rgj.com/story/news/education/2018/03/14/student-walkouts-whats-happening-now-around-reno/423446002/,,,,
Reno,North Valleys High School,NV,US,2018-03-14,hundreds,200,,200,,,Students; women's march,Enough: National School Walkout,1,walkout,,,,,0,1,https://www.usatoday.com/story/news/2018/03/14/thousands-students-across-u-s-walk-out-class-today-protest-gun-violence/420731002/,http://www.rgj.com/story/news/education/2018/03/14/student-walkouts-whats-happening-now-around-reno/423446002/,,,
Reno,Earl Wooster High School,NV,US,2018-03-14,about 300,300,,300,,,Students; women's march,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://twitter.com/EWHS_Walkout?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Fwww.rgj.com%2Fstory%2Fnews%2Feducation%2F2018%2F03%2F14%2Fstudent-walkouts-whats-happening-now-around-reno%2F423446002%2F,http://www.fox5vegas.com/story/37725283/nevada-students-rally-to-protest-gun-violence,,,
Reno,Reno High School,NV,US,2018-03-14,around 200,200,,200,,,Students; women's march,Enough: National School Walkout,1,walkout,,,,,0,1,http://www.rgj.com/story/news/education/2018/03/14/student-walkouts-whats-happening-now-around-reno/423446002/,,,,
Sparks,Mendive Middle School in Sparks,NV,US,2018-03-14,at least 50,50,,50,,,Students; women's march,Enough: National School Walkout,1,walkout,,,,,1,1,http://www.rgj.com/story/news/education/2018/03/14/student-walkouts-whats-happening-now-around-reno/423446002/,,,,
Albany,Albany Academy for Girls; The Albany Academy ,NY,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.timesunion.com/news/article/Focusing-attention-on-mass-shootings-students-12752306.php,,,,
Albany,Albany High School,NY,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.timesunion.com/news/article/Focusing-attention-on-mass-shootings-students-12752306.php,,,,
Albany,Siena College,NY,US,2018-03-14,,,,,,,students,,1,protest,0,0,0,0,1,1,https://www.timesunion.com/news/article/Focusing-attention-on-mass-shootings-students-12752306.php#photo-15238795,,,,
Albertson,Henry Viscardi School,NY,US,2018-03-14,about 50,50,,50,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.newsday.com/long-island/education/long-island-walkout-scenes-1.17391982,,,,supportive
